order_id,order_datetime,customer_id,total_amount,num_items
1789264,2024-02-05T06:08:00.683035,24,69.29,3
1800966,2024-02-06T13:42:20.160193,15,56.59,5
1803774,2024-02-02T22:02:11.287564,30,109.54,5
1819372,2024-02-01T19:15:53.328694,23,6.62,1
1820878,2024-02-06T16:54:46.398679,9,41.82,2
1822513,2024-02-01T12:39:30.173860,3,16.16,1
1824265,2024-02-06T18:46:13.074584,20,93.02,5
1871300,2024-02-06T04:30:18.554059,23,38.29,2
1889914,2024-02-05T16:16:18.811868,17,2.60,1
1909749,2024-02-04T05:01:33.415523,10,44.68,3
1915248,2024-02-06T21:42:06.747169,28,40.52,3
1935850,2024-02-08T02:59:59.803702,1,43.23,3
1938811,2024-02-05T09:47:30.449051,7,8.20,1
1942045,2024-02-10T16:04:09.713444,3,61.93,3
1953000,2024-02-01T02:02:45.257347,24,11.18,1
1954321,2024-02-09T00:43:47.864037,30,71.54,3
1962897,2024-02-09T23:17:58.989787,8,11.18,1
1970771,2024-02-05T01:19:49.753069,30,108.08,4
1971230,2024-02-06T01:59:05.766640,17,120.32,4
1971604,2024-02-02T13:43:37.192621,27,56.62,5
1971692,2024-02-05T10:42:03.312729,11,50.06,3
1976636,2024-02-05T14:28:28.074434,10,0.92,1
1984671,2024-02-01T01:44:58.292274,6,53.55,4
2005598,2024-02-06T20:57:40.017287,11,9.80,1
2009195,2024-02-08T07:18:41.030111,22,52.17,4
2011927,2024-02-09T11:03:15.557140,16,52.65,4
2032666,2024-02-10T04:41:46.193660,7,4.26,1
2034685,2024-02-10T13:28:56.044088,2,2.75,2
2041877,2024-02-06T22:27:48.744431,18,45.70,1
2044760,2024-02-10T20:38:47.644272,5,15.64,1
2045523,2024-02-06T10:25:54.963916,6,66.05,4
2054652,2024-02-05T17:05:22.280722,2,18.57,2
2056711,2024-02-04T19:03:20.424261,30,60.09,3
2068567,2024-02-02T05:22:18.489539,30,93.67,4
2084642,2024-02-05T06:50:17.460029,20,64.58,5
2091938,2024-02-08T11:58:02.568425,7,49.61,4
2113068,2024-02-01T01:36:39.573919,2,34.32,2
2119805,2024-02-08T21:24:03.772350,7,74.14,5
2121841,2024-02-06T19:51:13.362786,24,42.77,3
2141172,2024-02-04T08:15:44.845232,3,53.22,3
2148818,2024-02-03T08:27:06.739877,12,9.43,2
2165293,2024-02-07T19:56:46.352067,15,18.28,1
2167087,2024-02-10T17:04:54.210191,9,104.97,5
2175581,2024-02-08T00:23:21.790449,30,13.27,2
2175901,2024-02-10T04:05:13.594853,2,49.87,4
2194471,2024-02-08T14:26:52.296367,2,18.55,2
2208365,2024-02-05T09:32:15.345199,30,30.18,2
2231115,2024-02-08T23:13:28.502007,29,14.46,2
2246514,2024-02-04T12:21:22.710487,4,75.21,5
2257289,2024-02-07T02:39:30.537054,6,54.57,4
2261137,2024-02-08T20:21:42.736908,23,44.93,2
2264167,2024-02-10T06:45:32.436700,11,67.29,4
2267081,2024-02-08T03:09:16.749519,15,57.32,4
2303541,2024-02-05T10:35:48.588226,16,17.97,2
2303549,2024-02-05T23:03:05.958360,3,94.15,2
2304138,2024-02-05T20:58:15.294989,1,8.07,1
2309614,2024-02-02T16:43:12.888313,28,5.68,1
2317219,2024-02-06T03:09:20.817650,29,5.59,1
2317719,2024-02-10T23:27:53.384989,10,41.80,3
2325531,2024-02-02T10:54:35.974175,19,27.70,2
2332289,2024-02-09T16:06:36.474873,11,12.36,2
2332318,2024-02-10T06:27:53.271516,10,61.15,4
2335762,2024-02-02T17:50:03.873881,13,47.27,3
2337204,2024-02-06T17:08:31.028484,23,13.59,1
2339634,2024-02-05T02:53:44.599884,5,90.62,4
2342551,2024-02-09T10:55:55.115595,10,47.20,2
2352335,2024-02-02T23:49:12.950680,13,50.73,2
2360814,2024-02-08T06:41:30.652069,22,8.07,1
2389704,2024-02-09T18:03:01.420788,15,85.15,3
2421713,2024-02-06T12:15:41.873788,25,73.76,4
2425778,2024-02-10T11:05:57.494551,21,2.92,1
2427845,2024-02-05T17:18:22.156152,8,44.30,3
2447311,2024-02-06T23:04:39.608833,15,31.16,3
2451231,2024-02-05T02:03:49.107025,17,15.70,2
2452600,2024-02-03T16:14:46.798908,22,35.88,3
2464640,2024-02-06T03:20:21.478884,23,18.28,1
2468168,2024-02-10T01:21:32.098926,8,95.84,3
2474833,2024-02-08T00:04:54.321765,23,23.77,2
2476471,2024-02-08T06:27:25.489116,26,57.74,3
2482559,2024-02-06T12:58:38.498386,8,31.24,1
2483816,2024-02-10T17:18:07.903266,3,56.10,5
2500026,2024-02-05T17:14:15.448945,24,28.10,1
2504162,2024-02-01T08:30:11.428383,7,50.73,3
2525008,2024-02-05T01:54:36.667349,30,35.20,1
2553260,2024-02-06T04:14:30.111485,13,86.31,5
2561961,2024-02-05T14:08:33.213135,2,48.56,3
2571934,2024-02-08T10:41:46.389029,17,20.85,1
2576889,2024-02-06T15:07:14.396657,25,30.02,3
2598598,2024-02-02T16:35:52.630842,7,34.57,2
2599657,2024-02-02T05:16:14.280850,15,37.51,3
2613215,2024-02-06T03:00:01.980856,26,3.50,2
2636214,2024-02-08T16:06:47.050208,29,58.67,3
2638254,2024-02-02T14:12:29.064327,25,17.74,3
2639821,2024-02-06T08:41:10.799061,1,91.26,3
2645408,2024-02-10T15:47:48.909514,23,50.29,2
2647693,2024-02-01T11:05:05.798035,23,45.18,2
2650496,2024-02-08T14:48:38.629383,21,55.36,2
2650842,2024-02-10T14:42:55.239124,12,85.83,3
2659418,2024-02-01T13:38:51.104222,17,50.05,4
2661608,2024-02-04T05:31:23.982153,24,57.47,3
2668679,2024-02-10T02:05:53.369926,10,43.18,4
2673288,2024-02-01T16:35:24.872383,20,10.78,2
2674449,2024-02-06T19:15:39.581058,9,20.69,2
2685447,2024-02-08T10:59:14.793791,7,115.84,5
2686406,2024-02-07T07:21:10.800455,14,2.58,1
2702423,2024-02-01T21:15:32.807700,22,9.31,1
2704671,2024-02-02T06:45:23.342993,12,67.65,5
2714957,2024-02-07T20:06:20.169947,20,58.20,3
2716390,2024-02-01T06:32:02.748549,8,60.28,3
2729625,2024-02-05T12:13:16.085263,23,33.87,4
2740590,2024-02-02T18:13:15.949363,27,60.66,5
2757092,2024-02-01T09:25:40.897563,20,22.65,2
2759418,2024-02-05T00:27:31.100818,3,72.93,2
2764935,2024-02-02T17:53:32.746126,6,37.07,2
2778139,2024-02-01T23:49:39.538123,14,105.75,5
2780488,2024-02-02T22:10:45.070576,15,84.16,3
2799238,2024-02-07T23:42:29.542909,25,79.22,4
2801119,2024-02-01T22:17:02.194614,6,31.63,2
2828079,2024-02-06T16:12:53.283987,15,68.23,3
2829914,2024-02-05T18:25:20.907875,5,66.44,4
2833175,2024-02-06T17:36:26.245905,18,78.01,4
2853957,2024-02-10T23:04:25.609002,13,30.04,4
2856836,2024-02-10T03:54:11.015296,30,23.82,4
2859508,2024-02-06T09:49:22.670861,22,74.18,5
2860067,2024-02-08T23:32:06.975640,16,65.94,4
2880257,2024-02-06T03:13:16.665020,17,39.33,3
2896876,2024-02-04T15:38:14.681510,18,45.12,4
2899834,2024-02-10T11:14:24.491713,6,37.81,3
2903299,2024-02-06T06:38:09.514258,15,13.24,1
2916381,2024-02-07T04:20:17.521420,21,91.16,4
2929585,2024-02-01T23:20:58.154618,16,62.92,5
2953323,2024-02-10T22:15:42.692839,10,7.45,1
2960987,2024-02-02T02:55:46.101253,17,15.30,4
2976689,2024-02-06T21:13:46.232342,19,101.75,5
2983723,2024-02-05T23:31:25.631620,6,61.65,4
2989699,2024-02-10T18:52:36.270787,5,16.55,1
3021803,2024-02-01T00:29:46.128569,27,29.79,2
3023557,2024-02-07T11:00:43.802835,13,34.45,1
3044404,2024-02-06T03:39:06.626835,4,96.77,5
3053728,2024-02-08T11:02:11.365537,8,28.10,1
3057356,2024-02-06T07:16:17.778493,26,40.23,3
3059209,2024-02-01T21:38:03.595396,3,64.00,5
3075312,2024-02-06T20:23:54.113835,15,6.56,1
3076295,2024-02-07T23:24:19.774842,23,32.45,4
3084298,2024-02-01T22:58:31.488949,14,7.04,1
3088015,2024-02-05T18:18:35.262329,29,94.90,5
3091583,2024-02-10T00:37:52.011319,14,103.67,4
3094802,2024-02-01T21:09:07.583580,25,63.25,4
3142187,2024-02-05T07:50:52.431680,18,55.20,4
3160452,2024-02-05T14:47:16.611536,19,19.52,4
3164257,2024-02-07T06:12:30.178447,10,76.22,4
3176562,2024-02-06T15:23:18.271354,18,18.42,2
3189620,2024-02-06T06:44:43.375500,17,54.88,5
3199301,2024-02-08T19:24:13.215101,7,68.71,4
3208791,2024-02-06T02:04:26.512979,30,55.30,3
3219485,2024-02-10T14:53:22.998997,8,38.22,3
3226618,2024-02-08T06:54:37.033417,5,26.28,3
3261510,2024-02-03T21:23:28.093648,29,41.60,1
3268177,2024-02-09T09:42:10.332969,28,33.12,3
3301850,2024-02-02T14:19:23.857562,7,47.57,5
3303673,2024-02-06T11:29:21.023129,27,10.74,1
3315681,2024-02-10T07:14:58.046865,21,29.77,2
3319139,2024-02-05T01:34:36.149058,2,99.53,5
3319196,2024-02-04T17:08:31.769917,25,23.50,2
3326675,2024-02-08T13:15:23.195979,25,31.18,4
3342066,2024-02-06T15:37:01.891860,16,132.79,4
3344859,2024-02-05T05:31:11.022019,2,44.27,4
3370536,2024-02-03T07:56:48.113762,29,53.54,4
3381773,2024-02-05T09:59:47.975693,14,56.97,3
3387544,2024-02-05T12:16:00.542637,9,2.79,1
3404420,2024-02-08T05:00:48.960865,21,20.53,2
3421761,2024-02-05T18:07:49.531624,22,17.51,2
3465669,2024-02-05T20:29:29.315957,17,16.82,1
3474432,2024-02-01T21:14:08.615866,20,70.33,3
3484796,2024-02-10T20:32:06.257483,18,18.06,1
3502739,2024-02-01T18:57:19.804122,12,44.02,3
3503069,2024-02-06T08:06:15.685679,13,25.67,4
3520894,2024-02-06T18:27:23.291147,20,16.63,2
3522151,2024-02-01T20:26:14.316697,27,87.78,4
3535308,2024-02-02T14:56:47.657980,12,13.10,1
3563080,2024-02-08T19:47:44.120878,14,40.06,3
3564764,2024-02-08T04:06:07.124855,15,10.96,2
3568867,2024-02-09T17:44:52.875362,20,57.08,2
3586240,2024-02-02T10:55:37.266010,4,47.46,2
3601515,2024-02-06T10:48:07.302984,11,53.80,2
3642480,2024-02-05T20:55:49.373687,11,34.85,3
3655512,2024-02-08T07:57:11.961732,13,29.41,2
3656491,2024-02-08T09:55:40.469297,23,66.01,4
3657839,2024-02-06T20:48:54.056914,13,67.38,3
3665599,2024-02-04T04:09:59.997793,29,9.80,1
3690041,2024-02-07T10:02:01.217412,12,11.73,1
3692654,2024-02-01T07:16:42.775159,13,22.70,1
3700579,2024-02-02T11:14:28.137821,29,49.70,3
3723100,2024-02-07T16:42:32.363518,22,10.97,2
3752788,2024-02-08T09:38:00.541911,21,65.71,5
3757266,2024-02-05T14:48:38.437777,6,32.01,2
3759597,2024-02-07T10:45:53.151137,8,69.42,3
3760129,2024-02-10T14:06:09.352287,20,73.21,3
3767880,2024-02-05T00:55:16.351211,23,34.02,2
3771268,2024-02-08T07:00:28.709701,21,61.44,4
3804559,2024-02-07T20:27:11.218123,16,27.48,4
3819974,2024-02-03T01:46:12.188442,28,86.42,5
3824487,2024-02-06T16:23:40.838033,4,16.91,2
3854451,2024-02-02T23:10:26.359978,2,55.54,3
3886705,2024-02-09T04:56:04.841982,28,11.15,2
3913355,2024-02-05T23:37:43.239366,6,47.61,2
3923163,2024-02-08T10:49:37.967748,12,38.65,3
3938528,2024-02-07T23:16:25.783018,18,35.52,3
3938894,2024-02-02T15:58:26.163166,17,55.60,4
3950391,2024-02-03T00:01:55.909284,2,33.34,4
3965038,2024-02-08T09:38:53.664636,17,8.20,1
3975345,2024-02-01T10:12:26.517815,13,1.56,1
3979426,2024-02-04T10:03:06.795493,5,33.15,3
3991251,2024-02-06T22:54:56.582123,18,8.20,1
3999916,2024-02-02T23:35:40.244481,25,14.08,1
4007527,2024-02-05T02:27:01.698718,1,121.44,4
4026110,2024-02-10T04:33:06.270109,28,37.24,1
4040392,2024-02-05T16:06:00.741062,26,24.65,2
4045249,2024-02-06T03:11:30.528747,6,60.61,3
4048223,2024-02-06T18:01:34.183284,6,113.03,3
4056007,2024-02-05T15:34:48.322348,24,9.51,1
4072782,2024-02-04T16:01:00.825753,4,16.16,1
4074110,2024-02-05T08:55:36.106751,17,46.78,3
4098727,2024-02-02T17:04:15.409453,17,47.76,4
4122977,2024-02-03T10:24:29.822449,25,66.79,4
4134117,2024-02-06T09:12:59.448808,1,20.41,3
4134378,2024-02-07T11:58:08.280435,24,72.71,3
4143618,2024-02-02T06:40:21.050411,6,98.15,5
4149031,2024-02-05T20:13:34.533559,28,7.04,1
4155868,2024-02-06T05:44:41.415805,19,29.92,2
4155932,2024-02-07T11:19:23.106203,23,13.90,1
4169267,2024-02-03T15:07:15.714198,27,109.91,5
4169273,2024-02-08T09:32:38.666715,7,37.40,2
4172888,2024-02-06T08:06:48.245163,1,79.97,4
4179876,2024-02-09T23:18:13.126116,21,29.40,1
4222020,2024-02-06T04:42:17.880441,29,35.08,2
4244751,2024-02-10T15:44:16.084734,6,29.40,1
4245292,2024-02-08T20:35:04.851079,4,23.43,1
4248667,2024-02-08T08:14:21.946814,28,73.44,3
4251467,2024-02-10T12:49:20.869207,22,64.08,2
4258078,2024-02-01T09:18:04.309571,12,12.95,1
4270323,2024-02-04T04:40:31.595754,28,73.90,4
4271965,2024-02-08T17:52:30.310146,18,10.16,2
4273244,2024-02-08T05:27:56.105345,2,12.37,2
4274240,2024-02-01T04:23:47.973861,30,5.96,1
4275533,2024-02-05T11:17:39.861591,26,71.18,3
4286480,2024-02-01T03:12:31.553753,25,57.29,3
4286499,2024-02-06T00:54:31.442536,28,35.91,2
4286856,2024-02-08T20:29:04.530521,12,34.21,3
4288096,2024-02-05T10:58:23.741303,23,53.88,4
4312622,2024-02-02T21:10:19.152855,1,19.65,1
4315332,2024-02-06T03:24:28.122093,5,42.75,3
4316700,2024-02-06T19:03:12.953059,2,51.76,2
4320932,2024-02-02T05:22:08.389761,7,19.42,2
4328515,2024-02-01T04:11:34.860415,3,18.62,1
4338787,2024-02-06T05:28:47.186087,27,66.79,5
4344165,2024-02-01T11:51:44.520235,11,50.91,2
4360018,2024-02-10T12:23:26.393533,25,60.46,4
4368389,2024-02-06T18:49:23.681836,9,110.49,3
4376919,2024-02-01T23:55:20.558782,7,37.59,2
4381706,2024-02-07T10:52:13.271208,25,46.64,3
4385003,2024-02-08T20:15:58.402484,23,60.84,4
4392338,2024-02-01T18:51:54.796249,28,16.24,2
4396471,2024-02-05T06:49:02.510885,24,36.40,2
4400830,2024-02-08T19:00:23.573347,24,10.40,3
4410105,2024-02-10T09:13:38.400011,24,54.74,2
4439341,2024-02-01T07:31:27.614241,27,13.00,2
4465209,2024-02-01T13:30:44.816301,9,2.58,1
4467020,2024-02-05T21:43:12.735366,11,40.87,2
4481644,2024-02-06T03:31:28.337625,17,9.24,2
4505291,2024-02-05T10:03:22.895673,12,33.34,3
4518426,2024-02-07T11:43:52.170774,30,71.73,5
4526539,2024-02-05T13:32:07.053504,30,5.44,2
4532672,2024-02-05T19:03:21.647190,5,27.04,2
4540030,2024-02-07T18:45:09.973387,28,8.68,1
4567777,2024-02-10T04:26:58.975675,21,14.08,1
4568297,2024-02-06T01:15:20.570506,23,30.56,2
4572298,2024-02-02T18:57:54.344268,10,5.16,1
4576520,2024-02-10T01:51:05.094645,4,8.94,2
4576607,2024-02-05T06:07:46.958641,4,10.74,1
4578488,2024-02-07T14:08:56.878833,10,28.86,2
4603336,2024-02-01T09:00:47.114487,21,9.14,1
4622408,2024-02-07T20:34:33.774500,2,13.90,1
4642257,2024-02-01T09:59:18.557770,5,23.85,2
4648385,2024-02-05T00:09:30.141763,29,54.40,2
4664479,2024-02-05T21:18:17.294400,22,34.82,4
4667503,2024-02-10T13:10:51.310488,28,56.11,4
4681072,2024-02-07T09:27:45.949638,27,22.65,1
4683912,2024-02-04T11:42:46.394777,11,36.38,2
4690022,2024-02-07T10:30:42.121376,13,71.33,3
4703681,2024-02-01T10:50:04.833448,12,56.86,3
4706630,2024-02-01T04:39:59.829440,8,85.61,5
4707958,2024-02-07T21:41:41.879419,12,26.95,1
4754114,2024-02-10T19:04:24.111602,14,1.49,1
4758348,2024-02-05T10:54:39.840374,21,10.37,2
4780606,2024-02-08T21:05:27.623094,30,31.77,3
4795570,2024-02-02T00:29:05.306856,15,58.28,4
4802258,2024-02-06T01:50:54.228448,25,6.45,1
4814997,2024-02-09T06:32:02.897453,27,21.37,2
4819328,2024-02-05T12:00:00.343953,9,16.57,2
4821268,2024-02-06T21:32:23.736874,30,25.98,3
4825465,2024-02-08T01:52:34.979647,15,15.40,2
4830015,2024-02-04T06:53:26.419445,28,34.39,2
4848442,2024-02-08T18:18:41.964619,11,37.38,4
4850613,2024-02-02T16:33:08.505094,8,125.10,5
4857914,2024-02-01T09:00:17.293135,16,13.05,3
4866066,2024-02-06T13:00:21.515418,8,92.25,5
4880772,2024-02-10T20:17:29.771198,1,21.22,2
4883377,2024-02-06T02:17:34.961840,7,5.59,1
4901714,2024-02-03T17:23:53.750057,12,23.19,3
4934875,2024-02-05T02:17:21.207236,24,46.38,2
4935536,2024-02-06T12:28:58.576955,3,27.86,4
4945818,2024-02-01T16:21:28.932658,13,106.52,5
4946067,2024-02-06T21:50:36.732661,28,18.95,2
4948343,2024-02-06T04:23:05.329422,19,39.45,3
4948461,2024-02-02T05:52:26.437630,6,45.21,4
4971482,2024-02-05T05:13:15.851664,1,16.16,1
4986576,2024-02-08T13:39:19.936723,25,0.93,1
4991748,2024-02-07T06:18:28.386842,26,40.68,2
5011223,2024-02-09T22:47:25.693305,22,43.28,2
5025793,2024-02-05T00:55:15.353318,11,17.74,2
5028799,2024-02-08T22:36:28.755846,12,64.85,4
5037996,2024-02-06T13:39:56.556801,18,39.98,3
5038279,2024-02-01T02:24:36.400423,25,74.91,5
5040181,2024-02-06T01:34:51.899135,16,71.08,4
5052856,2024-02-08T14:04:26.856649,11,54.40,4
5054731,2024-02-01T16:29:31.895483,13,26.64,1
5065458,2024-02-06T16:36:20.312825,28,7.57,2
5069360,2024-02-05T03:44:25.040071,24,42.25,5
5071903,2024-02-08T02:15:46.099434,22,30.68,2
5076591,2024-02-07T18:30:30.319358,9,22.36,1
5092580,2024-02-10T12:58:17.540576,4,54.85,2
5092946,2024-02-10T03:00:59.673006,9,87.92,3
5093928,2024-02-05T12:00:57.630273,3,89.14,5
5107773,2024-02-06T19:03:52.808338,23,34.48,2
5111357,2024-02-07T13:49:04.275281,16,2.92,1
5111522,2024-02-02T20:25:48.713244,11,50.97,3
5116980,2024-02-09T03:42:15.611606,21,46.95,5
5120437,2024-02-01T03:38:40.426386,13,15.70,2
5127484,2024-02-05T03:38:51.081326,17,16.11,1
5130575,2024-02-04T11:59:03.372486,16,33.64,1
5133809,2024-02-05T08:29:49.467103,17,18.48,2
5172512,2024-02-06T16:42:27.476951,8,51.70,2
5191365,2024-02-06T07:30:28.062804,1,2.59,1
