order_id,product_id,quantity,unit_price,line_total
1068636,31,1,4.54,4.54
1074798,9,2,7.04,14.08
1074798,13,3,9.14,27.42
1074798,14,3,9.51,28.53
1074798,31,4,4.54,18.16
1090331,17,1,3.33,3.33
1090331,31,2,4.54,9.08
1090331,32,4,1.49,5.96
1100715,2,1,0.73,0.73
1105723,5,3,5.62,16.86
1105723,18,2,1.64,3.28
1105723,30,4,1.29,5.16
1105723,35,4,5.37,21.48
1129036,1,4,8.68,34.72
1129036,18,5,1.64,8.20
1129036,31,3,4.54,13.62
1129036,34,2,1.42,2.84
1134621,5,3,5.62,16.86
1134621,7,2,3.31,6.62
1134621,16,3,4.04,12.12
1134621,19,4,8.88,35.52
1134621,31,5,4.54,22.70
1139622,13,4,9.14,36.56
1146850,11,2,2.59,5.18
1146850,17,5,3.33,16.65
1146850,30,1,1.29,1.29
1159657,22,5,5.39,26.95
1164197,7,1,3.31,3.31
1164197,14,5,9.51,47.55
1168352,20,2,8.41,16.82
1168352,36,5,9.03,45.15
1173238,1,5,8.68,43.40
1173238,18,2,1.64,3.28
1186580,12,1,6.89,6.89
1186580,23,5,5.59,27.95
1186580,36,4,9.03,36.12
1195170,16,4,4.04,16.16
1195170,22,1,5.39,5.39
1195170,23,4,5.59,22.36
1195170,34,1,1.42,1.42
1195170,36,4,9.03,36.12
1203624,3,2,9.31,18.62
1203624,27,1,6.55,6.55
1203624,31,5,4.54,22.70
1261512,14,2,9.51,19.02
1261512,33,1,9.8,9.80
1275512,10,3,0.52,1.56
1275512,13,2,9.14,18.28
1275512,23,2,5.59,11.18
1275512,24,2,8.32,16.64
1287334,10,2,0.52,1.04
1287334,28,4,9.84,39.36
1297730,9,1,7.04,7.04
1297730,33,1,9.8,9.80
1305010,13,4,9.14,36.56
1305010,16,4,4.04,16.16
1305010,21,1,0.92,0.92
1313885,2,4,0.73,2.92
1313885,3,5,9.31,46.55
1313885,5,5,5.62,28.10
1313885,12,5,6.89,34.45
1313885,30,1,1.29,1.29
1316407,14,3,9.51,28.53
1316407,19,2,8.88,17.76
1316407,21,4,0.92,3.68
1316407,24,3,8.32,24.96
1316407,31,4,4.54,18.16
1318299,9,2,7.04,14.08
1331394,8,1,3.91,3.91
1331394,32,1,1.49,1.49
1339127,1,5,8.68,43.40
1339127,24,5,8.32,41.60
1339127,30,2,1.29,2.58
1348721,11,2,2.59,5.18
1348721,13,5,9.14,45.70
1348721,34,5,1.42,7.10
1384502,13,5,9.14,45.70
1384502,19,2,8.88,17.76
1384502,27,2,6.55,13.10
1403627,17,2,3.33,6.66
1403627,28,2,9.84,19.68
1403627,30,5,1.29,6.45
1403627,32,4,1.49,5.96
1403627,35,3,5.37,16.11
1420509,7,2,3.31,6.62
1483293,1,3,8.68,26.04
1483293,9,3,7.04,21.12
1483293,18,1,1.64,1.64
1483293,19,4,8.88,35.52
1504056,4,2,0.93,1.86
1504056,18,4,1.64,6.56
1504056,19,2,8.88,17.76
1505933,7,2,3.31,6.62
1508175,5,5,5.62,28.10
1508175,6,4,7.81,31.24
1508175,9,5,7.04,35.20
1508175,11,2,2.59,5.18
1512647,29,2,2.69,5.38
1514245,9,5,7.04,35.20
1514245,15,3,4.53,13.59
1514245,16,1,4.04,4.04
1514245,30,1,1.29,1.29
1514245,31,5,4.54,22.70
1524435,4,3,0.93,2.79
1524435,19,3,8.88,26.64
1524435,25,3,4.05,12.15
1524435,30,3,1.29,3.87
1543422,26,2,6.95,13.90
1544943,4,1,0.93,0.93
1544943,14,3,9.51,28.53
1544943,29,3,2.69,8.07
1545654,2,2,0.73,1.46
1545654,4,3,0.93,2.79
1545654,17,1,3.33,3.33
1545654,26,4,6.95,27.80
1570340,7,5,3.31,16.55
1587674,11,5,2.59,12.95
1587674,27,5,6.55,32.75
1587674,30,4,1.29,5.16
1605062,22,4,5.39,21.56
1610252,9,3,7.04,21.12
1610252,30,1,1.29,1.29
1610252,31,1,4.54,4.54
1624210,7,4,3.31,13.24
1624210,8,1,3.91,3.91
1624210,15,5,4.53,22.65
1624210,20,2,8.41,16.82
1624210,24,1,8.32,8.32
1635505,3,5,9.31,46.55
1635505,26,5,6.95,34.75
1635505,36,4,9.03,36.12
1651190,30,3,1.29,3.87
1652901,5,1,5.62,5.62
1652901,30,2,1.29,2.58
1652901,31,4,4.54,18.16
1652901,32,3,1.49,4.47
1672500,9,5,7.04,35.20
1672500,14,4,9.51,38.04
1705049,6,4,7.81,31.24
1705049,31,3,4.54,13.62
1715286,4,2,0.93,1.86
1715286,13,4,9.14,36.56
1715286,22,3,5.39,16.17
1715286,28,5,9.84,49.20
1715286,32,1,1.49,1.49
1719093,20,1,8.41,8.41
1719093,25,1,4.05,4.05
1719093,29,5,2.69,13.45
1753630,5,4,5.62,22.48
1753630,15,2,4.53,9.06
1753630,31,1,4.54,4.54
1753630,36,2,9.03,18.06
1764645,18,1,1.64,1.64
1764645,24,5,8.32,41.60
1764645,30,5,1.29,6.45
1789264,1,1,8.68,8.68
1789264,6,5,7.81,39.05
1789264,22,4,5.39,21.56
1800966,8,1,3.91,3.91
1800966,15,4,4.53,18.12
1800966,27,3,6.55,19.65
1800966,30,1,1.29,1.29
1800966,31,3,4.54,13.62
1803774,7,4,3.31,13.24
1803774,11,2,2.59,5.18
1803774,26,5,6.95,34.75
1803774,28,3,9.84,29.52
1803774,35,5,5.37,26.85
1819372,7,2,3.31,6.62
1820878,6,2,7.81,15.62
1820878,27,4,6.55,26.20
1822513,16,4,4.04,16.16
1824265,1,3,8.68,26.04
1824265,6,4,7.81,31.24
1824265,12,2,6.89,13.78
1824265,13,2,9.14,18.28
1824265,21,4,0.92,3.68
1871300,3,3,9.31,27.93
1871300,11,4,2.59,10.36
1889914,10,5,0.52,2.60
1909749,5,4,5.62,22.48
1909749,10,5,0.52,2.60
1909749,33,2,9.8,19.60
1915248,5,3,5.62,16.86
1915248,12,1,6.89,6.89
1915248,23,3,5.59,16.77
1935850,8,3,3.91,11.73
1935850,13,1,9.14,9.14
1935850,23,4,5.59,22.36
1938811,18,5,1.64,8.20
1942045,5,5,5.62,28.10
1942045,15,5,4.53,22.65
1942045,23,2,5.59,11.18
1953000,23,2,5.59,11.18
1954321,27,3,6.55,19.65
1954321,28,5,9.84,49.20
1954321,29,1,2.69,2.69
1962897,23,2,5.59,11.18
1970771,2,3,0.73,2.19
1970771,3,4,9.31,37.24
1970771,27,3,6.55,19.65
1970771,33,5,9.8,49.00
1971230,6,5,7.81,39.05
1971230,9,5,7.04,35.20
1971230,24,5,8.32,41.60
1971230,32,3,1.49,4.47
1971604,5,4,5.62,22.48
1971604,15,1,4.53,4.53
1971604,22,1,5.39,5.39
1971604,28,2,9.84,19.68
1971604,31,1,4.54,4.54
1971692,8,5,3.91,19.55
1971692,19,3,8.88,26.64
1971692,30,3,1.29,3.87
1976636,21,1,0.92,0.92
1984671,4,2,0.93,1.86
1984671,14,1,9.51,9.51
1984671,32,2,1.49,2.98
1984671,33,4,9.8,39.20
2005598,33,1,9.8,9.80
2009195,9,5,7.04,35.20
2009195,10,5,0.52,2.60
2009195,15,1,4.53,4.53
2009195,28,1,9.84,9.84
2011927,14,1,9.51,9.51
2011927,29,5,2.69,13.45
2011927,34,2,1.42,2.84
2011927,35,5,5.37,26.85
2032666,34,3,1.42,4.26
2034685,2,2,0.73,1.46
2034685,30,1,1.29,1.29
2041877,13,5,9.14,45.70
2044760,8,4,3.91,15.64
2045523,3,3,9.31,27.93
2045523,22,3,5.39,16.17
2045523,25,3,4.05,12.15
2045523,33,1,9.8,9.80
2054652,6,1,7.81,7.81
2054652,29,4,2.69,10.76
2056711,1,2,8.68,17.36
2056711,5,4,5.62,22.48
2056711,25,5,4.05,20.25
2068567,7,1,3.31,3.31
2068567,19,5,8.88,44.40
2068567,26,4,6.95,27.80
2068567,31,4,4.54,18.16
2084642,9,4,7.04,28.16
2084642,15,5,4.53,22.65
2084642,18,4,1.64,6.56
2084642,21,2,0.92,1.84
2084642,35,1,5.37,5.37
2091938,1,3,8.68,26.04
2091938,7,5,3.31,16.55
2091938,11,2,2.59,5.18
2091938,21,2,0.92,1.84
2113068,15,4,4.53,18.12
2113068,25,4,4.05,16.20
2119805,3,3,9.31,27.93
2119805,6,3,7.81,23.43
2119805,7,2,3.31,6.62
2119805,8,4,3.91,15.64
2119805,10,1,0.52,0.52
2121841,16,3,4.04,12.12
2121841,26,3,6.95,20.85
2121841,33,1,9.8,9.80
2141172,3,3,9.31,27.93
2141172,4,2,0.93,1.86
2141172,6,3,7.81,23.43
2148818,30,5,1.29,6.45
2148818,32,2,1.49,2.98
2165293,13,2,9.14,18.28
2167087,11,3,2.59,7.77
2167087,14,5,9.51,47.55
2167087,17,5,3.33,16.65
2167087,25,3,4.05,12.15
2167087,26,3,6.95,20.85
2175581,17,3,3.33,9.99
2175581,18,2,1.64,3.28
2175901,6,1,7.81,7.81
2175901,11,5,2.59,12.95
2175901,14,1,9.51,9.51
2175901,33,2,9.8,19.60
2194471,9,2,7.04,14.08
2194471,32,3,1.49,4.47
2208365,17,1,3.33,3.33
2208365,35,5,5.37,26.85
2231115,4,4,0.93,3.72
2231115,35,2,5.37,10.74
2246514,3,2,9.31,18.62
2246514,4,5,0.93,4.65
2246514,6,2,7.81,15.62
2246514,8,5,3.91,19.55
2246514,23,3,5.59,16.77
2257289,2,3,0.73,2.19
2257289,5,3,5.62,16.86
2257289,13,3,9.14,27.42
2257289,25,2,4.05,8.10
2261137,17,1,3.33,3.33
2261137,24,5,8.32,41.60
2264167,5,4,5.62,22.48
2264167,8,4,3.91,15.64
2264167,24,1,8.32,8.32
2264167,26,3,6.95,20.85
2267081,15,3,4.53,13.59
2267081,16,3,4.04,12.12
2267081,29,5,2.69,13.45
2267081,31,4,4.54,18.16
2303541,4,2,0.93,1.86
2303541,35,3,5.37,16.11
2303549,33,5,9.8,49.00
2303549,36,5,9.03,45.15
2304138,29,3,2.69,8.07
2309614,34,4,1.42,5.68
2317219,23,1,5.59,5.59
2317719,8,4,3.91,15.64
2317719,16,5,4.04,20.20
2317719,32,4,1.49,5.96
2325531,25,5,4.05,20.25
2325531,32,5,1.49,7.45
2332289,8,2,3.91,7.82
2332289,31,1,4.54,4.54
2332318,23,3,5.59,16.77
2332318,26,5,6.95,34.75
2332318,34,3,1.42,4.26
2332318,35,1,5.37,5.37
2335762,3,2,9.31,18.62
2335762,10,3,0.52,1.56
2335762,36,3,9.03,27.09
2337204,15,3,4.53,13.59
2339634,3,3,9.31,27.93
2339634,11,3,2.59,7.77
2339634,17,4,3.33,13.32
2339634,24,5,8.32,41.60
2342551,22,5,5.39,26.95
2342551,25,5,4.05,20.25
2352335,1,1,8.68,8.68
2352335,20,5,8.41,42.05
2360814,29,3,2.69,8.07
2389704,3,3,9.31,27.93
2389704,6,2,7.81,15.62
2389704,24,5,8.32,41.60
2421713,1,2,8.68,17.36
2421713,13,1,9.14,9.14
2421713,20,4,8.41,33.64
2421713,31,3,4.54,13.62
2425778,2,4,0.73,2.92
2427845,6,3,7.81,23.43
2427845,20,2,8.41,16.82
2427845,25,1,4.05,4.05
2447311,4,3,0.93,2.79
2447311,12,1,6.89,6.89
2447311,35,4,5.37,21.48
2451231,13,1,9.14,9.14
2451231,18,4,1.64,6.56
2452600,5,4,5.62,22.48
2452600,6,1,7.81,7.81
2452600,23,1,5.59,5.59
2464640,13,2,9.14,18.28
2468168,3,5,9.31,46.55
2468168,7,3,3.31,9.93
2468168,28,4,9.84,39.36
2474833,2,4,0.73,2.92
2474833,26,3,6.95,20.85
2476471,1,5,8.68,43.40
2476471,12,1,6.89,6.89
2476471,32,5,1.49,7.45
2482559,6,4,7.81,31.24
2483816,9,1,7.04,7.04
2483816,12,3,6.89,20.67
2483816,21,2,0.92,1.84
2483816,26,1,6.95,6.95
2483816,33,2,9.8,19.60
2500026,5,5,5.62,28.10
2504162,11,5,2.59,12.95
2504162,12,5,6.89,34.45
2504162,17,1,3.33,3.33
2525008,9,5,7.04,35.20
2553260,7,5,3.31,16.55
2553260,15,1,4.53,4.53
2553260,28,5,9.84,49.20
2553260,29,5,2.69,13.45
2553260,30,2,1.29,2.58
2561961,25,4,4.05,16.20
2561961,28,3,9.84,29.52
2561961,34,2,1.42,2.84
2571934,26,3,6.95,20.85
2576889,2,3,0.73,2.19
2576889,10,5,0.52,2.60
2576889,20,3,8.41,25.23
2598598,7,2,3.31,6.62
2598598,23,5,5.59,27.95
2599657,4,4,0.93,3.72
2599657,15,3,4.53,13.59
2599657,16,5,4.04,20.20
2613215,10,1,0.52,0.52
2613215,32,2,1.49,2.98
2636214,20,2,8.41,16.82
2636214,26,5,6.95,34.75
2636214,34,5,1.42,7.10
2638254,21,4,0.92,3.68
2638254,25,2,4.05,8.10
2638254,32,4,1.49,5.96
2639821,6,2,7.81,15.62
2639821,19,3,8.88,26.64
2639821,33,5,9.8,49.00
2645408,1,5,8.68,43.40
2645408,12,1,6.89,6.89
2647693,5,4,5.62,22.48
2647693,31,5,4.54,22.70
2650496,6,1,7.81,7.81
2650496,14,5,9.51,47.55
2650842,3,5,9.31,46.55
2650842,15,1,4.53,4.53
2650842,26,5,6.95,34.75
2659418,5,4,5.62,22.48
2659418,18,3,1.64,4.92
2659418,25,4,4.05,16.20
2659418,30,5,1.29,6.45
2661608,7,4,3.31,13.24
2661608,9,5,7.04,35.20
2661608,36,1,9.03,9.03
2668679,2,1,0.73,0.73
2668679,7,2,3.31,6.62
2668679,19,1,8.88,8.88
2668679,22,5,5.39,26.95
2673288,5,1,5.62,5.62
2673288,30,4,1.29,5.16
2674449,15,3,4.53,13.59
2674449,34,5,1.42,7.10
2685447,1,2,8.68,17.36
2685447,20,4,8.41,33.64
2685447,21,1,0.92,0.92
2685447,26,4,6.95,27.80
2685447,36,4,9.03,36.12
2686406,30,2,1.29,2.58
2702423,3,1,9.31,9.31
2704671,5,3,5.62,16.86
2704671,11,1,2.59,2.59
2704671,12,4,6.89,27.56
2704671,22,3,5.39,16.17
2704671,32,3,1.49,4.47
2714957,5,4,5.62,22.48
2714957,10,4,0.52,2.08
2714957,20,4,8.41,33.64
2716390,1,5,8.68,43.40
2716390,7,3,3.31,9.93
2716390,26,1,6.95,6.95
2729625,11,3,2.59,7.77
2729625,18,1,1.64,1.64
2729625,32,2,1.49,2.98
2729625,35,4,5.37,21.48
2740590,6,2,7.81,15.62
2740590,15,4,4.53,18.12
2740590,18,3,1.64,4.92
2740590,25,2,4.05,8.10
2740590,26,2,6.95,13.90
2757092,31,3,4.54,13.62
2757092,36,1,9.03,9.03
2759418,14,3,9.51,28.53
2759418,19,5,8.88,44.40
2764935,12,4,6.89,27.56
2764935,14,1,9.51,9.51
2778139,5,4,5.62,22.48
2778139,15,1,4.53,4.53
2778139,20,5,8.41,42.05
2778139,28,1,9.84,9.84
2778139,35,5,5.37,26.85
2780488,7,3,3.31,9.93
2780488,13,5,9.14,45.70
2780488,14,3,9.51,28.53
2799238,5,1,5.62,5.62
2799238,19,2,8.88,17.76
2799238,24,2,8.32,16.64
2799238,33,4,9.8,39.20
2801119,31,1,4.54,4.54
2801119,36,3,9.03,27.09
2828079,12,5,6.89,34.45
2828079,28,3,9.84,29.52
2828079,34,3,1.42,4.26
2829914,7,1,3.31,3.31
2829914,9,1,7.04,7.04
2829914,12,1,6.89,6.89
2829914,28,5,9.84,49.20
2833175,6,2,7.81,15.62
2833175,12,1,6.89,6.89
2833175,24,5,8.32,41.60
2833175,26,2,6.95,13.90
2853957,7,4,3.31,13.24
2853957,10,1,0.52,0.52
2853957,11,5,2.59,12.95
2853957,17,1,3.33,3.33
2856836,5,2,5.62,11.24
2856836,10,4,0.52,2.08
2856836,31,2,4.54,9.08
2856836,34,1,1.42,1.42
2859508,19,4,8.88,35.52
2859508,26,1,6.95,6.95
2859508,28,2,9.84,19.68
2859508,30,1,1.29,1.29
2859508,35,2,5.37,10.74
2860067,5,3,5.62,16.86
2860067,15,4,4.53,18.12
2860067,16,5,4.04,20.20
2860067,29,4,2.69,10.76
2880257,4,2,0.93,1.86
2880257,29,3,2.69,8.07
2880257,33,3,9.8,29.40
2896876,4,4,0.93,3.72
2896876,5,5,5.62,28.10
2896876,7,1,3.31,3.31
2896876,17,3,3.33,9.99
2899834,5,2,5.62,11.24
2899834,30,3,1.29,3.87
2899834,31,5,4.54,22.70
2903299,7,4,3.31,13.24
2916381,14,3,9.51,28.53
2916381,17,2,3.33,6.66
2916381,23,3,5.59,16.77
2916381,33,4,9.8,39.20
2929585,1,2,8.68,17.36
2929585,5,2,5.62,11.24
2929585,18,1,1.64,1.64
2929585,23,1,5.59,5.59
2929585,36,3,9.03,27.09
2953323,32,5,1.49,7.45
2960987,2,4,0.73,2.92
2960987,16,1,4.04,4.04
2960987,30,3,1.29,3.87
2960987,32,3,1.49,4.47
2976689,18,4,1.64,6.56
2976689,19,3,8.88,26.64
2976689,23,3,5.59,16.77
2976689,28,5,9.84,49.20
2976689,30,2,1.29,2.58
2983723,18,3,1.64,4.92
2983723,26,3,6.95,20.85
2983723,35,5,5.37,26.85
2983723,36,1,9.03,9.03
2989699,7,5,3.31,16.55
3021803,8,3,3.91,11.73
3021803,36,2,9.03,18.06
3023557,12,5,6.89,34.45
3044404,10,4,0.52,2.08
3044404,11,1,2.59,2.59
3044404,14,5,9.51,47.55
3044404,19,4,8.88,35.52
3044404,36,1,9.03,9.03
3053728,5,5,5.62,28.10
3057356,19,1,8.88,8.88
3057356,34,3,1.42,4.26
3057356,36,3,9.03,27.09
3059209,4,1,0.93,0.93
3059209,5,2,5.62,11.24
3059209,8,5,3.91,19.55
3059209,21,3,0.92,2.76
3059209,28,3,9.84,29.52
3075312,18,4,1.64,6.56
3076295,10,5,0.52,2.60
3076295,29,4,2.69,10.76
3076295,32,2,1.49,2.98
3076295,35,3,5.37,16.11
3084298,9,1,7.04,7.04
3088015,3,2,9.31,18.62
3088015,9,5,7.04,35.20
3088015,19,2,8.88,17.76
3088015,30,4,1.29,5.16
3088015,31,4,4.54,18.16
3091583,1,5,8.68,43.40
3091583,11,1,2.59,2.59
3091583,22,4,5.39,21.56
3091583,36,4,9.03,36.12
3094802,2,2,0.73,1.46
3094802,11,2,2.59,5.18
3094802,14,5,9.51,47.55
3094802,15,2,4.53,9.06
3142187,6,2,7.81,15.62
3142187,8,4,3.91,15.64
3142187,15,5,4.53,22.65
3142187,30,1,1.29,1.29
3160452,2,3,0.73,2.19
3160452,3,1,9.31,9.31
3160452,21,1,0.92,0.92
3160452,34,5,1.42,7.10
3164257,3,2,9.31,18.62
3164257,11,4,2.59,10.36
3164257,12,4,6.89,27.56
3164257,28,2,9.84,19.68
3176562,7,4,3.31,13.24
3176562,11,2,2.59,5.18
3189620,3,3,9.31,27.93
3189620,10,4,0.52,2.08
3189620,20,1,8.41,8.41
3189620,22,2,5.39,10.78
3189620,34,4,1.42,5.68
3199301,1,3,8.68,26.04
3199301,10,1,0.52,0.52
3199301,14,3,9.51,28.53
3199301,31,3,4.54,13.62
3208791,12,1,6.89,6.89
3208791,22,4,5.39,21.56
